FailingMethod,Answer.duration,Answer.confidence,Answer.difficulty,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.country,Flesch_reading_ease,books,high school,no?,other,other as long as i can remember honestly,other at work,other autodidact,other books,other by myself from books,other diploma,other elementary school,other employer,other first robotics,other forever,other found a book,other had a book on basic when i was a kid,other hobby,other hobbyist,other i really dont remember a time when i couldnt,other instructional books,other java while on the job,other junior high computer class,other leanred more experts at work,other middle school,other mooc,other na,other on the job,other private,other private institute,other professional,other professionally,other self help books,other self study,other self taught,other self-study,other self-taught,other self-taught as a child,other summer camp,other taught myself the basics as a kid,other through work,other training classes,other us army,other when i started programming (at age 9),other work,"there was no ""internet"". i had a trs-80 for gosh sake. we learned from books! made of paper. odd concept",university,web,Unnamed: 66,.net,3,5,6,a little bit of java,ada,ahk,ajax,asp,asp.net,assembly,autoit,bash,bash and powershell,basic,c,c sharp,c#,c# vb.net java,c+,c++,c++ and python,c/c++,c/c++ and some python and java,css,css3,cuda,developing,do not currently use,dot net and core java,elixir,euphoria,go,groovy,html,html/css (formerly c# and java in previous jobs),html5,jav,java,java c++,java python,javascript,jee,js,jsp,magic,matlab,most c and ksh in past,mql4,mysql,none,none at present,object pascal,peoplesoft,perl,php,php and c++,php/javascript,pl/sql,plsql,python,r,rpg,ruby,ruby & javascript,ruby on rails,sas,scala,scheme,sql,sql (teradata/ms-sql),swift,tera data,various,vb .net java,vb.net,vba,vbs,vbscript,vhdl,visual basic,visual fox pro,visual foxpro,visualbasic,xml,semantic_similarity,readability_score
6,-0.2090261786560791,0.3631417253512641,-0.7940243598382445,1.3187334311666028,On line 95; there is a space between pos and += which I feel is the wrong syntax. Instead; it should be pos+=. I suspect this threw an exception.,3.4892060879704,3.0195527644678477,-0.205682725328077,3,0.0512509733788768,0.230933336673799,0,28,95.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5481716990470886,95.88
33,0.3596652322681343,0.9803391241696182,0.7818086004561177,-1.157490915565446,a null check should be included here. Check if array[i] is null. Check its not null then execute line 910.,-0.4537848887993849,-0.4843960206867461,-0.205682725328077,0,-0.3103557120837548,-0.6484880782611117,1,21,90.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6554189920425415,90.05
33,0.3491622253676714,0.3631417253512641,-0.0061078796910634,-1.157490915565446,Yes; I think that the NullPointerException is thrown when .getClass is called on the null listing in the middle of the arrays.,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,2,2.582497771617299,2.319559197144212,1,20,77.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7396706342697144,77.23
54,0.2106935749743398,0.9803391241696182,-0.7940243598382445,0.0806212578005783,"The failure occurs during the execution of lines 115 - 116.  In line 113; ch3 is set to be ""_"".  In the if statement of line 115; ch3 is checked for being less than 'A'; which is false; but it is also checked for being greater than 'Z'; and it turns out that the value for '_' is greater than 'Z'.  Since this is so; this particular if statement executes; and throws out the failure outlined above.",5.309048077248763,7.691484478007305,1.0142286111005188,4,-0.7924979593672639,-1.3080541394622949,1,22,77.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5461204051971436,77.57
33,0.1121663270066563,0.9803391241696182,-0.7940243598382445,-1.157490915565446,The FOR loop should check if the element (array[i]) is null.  If yes; then set classes[i] to null.  Else; assign classes[i] to the return of getClass().,-0.4537848887993849,-0.4843960206867461,-0.205682725328077,3,0.653928782483263,0.5607163672743906,0,21,88.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6734766364097595,88.02
35,-0.3045117235820768,0.9803391241696182,-0.0061078796910634,0.0806212578005783,The inferred type for the array is Object. However; sa which will be bound to the return value has a type of String[]. As the error message states Java can not cast an Object array to a String array.,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,1,0.5333932206623858,0.8904993978749821,1,23,83.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5358076095581055,83.66
6,0.3472364431934529,-0.2540556734670899,0.7818086004561177,-1.157490915565446,"The input ""\uD83D\uDE30"" needs to be passed through the Class StringEscapeUtils as well.",-0.4537848887993849,-0.4843960206867461,-1.425594061756673,0,-0.6719623975463865,-0.7584157551279755,1,1,83.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5230120420455933,83.66
8,-0.2238568425549819,0.9803391241696182,0.7818086004561177,0.0806212578005783,The argument -15 is less than 0; which causes the if statement conditional on line 279 to pass. This results in the exception on line 280 being thrown. According to the comment block above the method; minutesOffset should be checked for below -59 or above 59.,0.1528291076267358,0.0995954435056861,1.0142286111005188,3,-0.1898201502628776,-0.7584157551279755,1,22,72.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7879222631454468,72.87
35,0.4708580561311357,0.3631417253512641,0.7818086004561177,-1.157490915565446,Since the inputs are null; then return is an array of [null]. This cannot be cast to a type String.,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,2,2.582497771617299,2.319559197144212,1,20,95.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5607523918151855,95.17
33,-0.12376529016586,-0.2540556734670899,1.5697250806032987,-1.157490915565446,The array is being declared and pointing to an object; but the object is defined as null.,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,1,-0.4308912739046321,-0.2087773707936563,1,21,71.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5728053450584412,71.14
33,-0.3200955710913018,-0.8712530722854439,-1.5819408399854256,-1.157490915565446,There should be some code that says that if array[i] == null; to not attempt to getClass() and just class[i] = null;,-0.4537848887993849,-0.4843960206867461,-0.205682725328077,4,-0.7924979593672639,-0.8683434319948394,1,21,85.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682998538017273,85.02
8,-0.4254052500649803,0.9803391241696182,-1.5819408399854256,0.0806212578005783,yep; they are checking if minutesOffset < 0 to throw an exception; and as -15 <0; it gets thrown. looks like they updated the comments but not the code. and this is why comments are evil liars that can't be trusted!,-0.4537848887993849,-0.4843960206867461,-0.205682725328077,3,1.9798199625129127,-0.6484880782611117,1,21,83.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6874717473983765,83.36
8,-0.3224609202889357,0.3631417253512641,-0.0061078796910634,1.3187334311666028,Minutes are set to -15; which is less then 0 and it throws illegal arg exception,-0.4537848887993849,-0.4843960206867461,-1.425594061756673,4,-0.6719623975463865,1.9897761665436209,0,20,80.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7314508557319641,80.62
35,-0.1065352704514659,-0.8712530722854439,-0.0061078796910634,1.3187334311666028,If array is null and element is null it sets type to object class. ,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,0,-0.3103557120837548,1.7699208128098929,1,21,82.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6697002649307251,82.65
8,-0.1720975106717197,-0.2540556734670899,-0.0061078796910634,1.3187334311666028,This variable contains a value of -15 as set by DateTimeZone.forOffsetHoursMinutes(-2; -15). Line 279 checks to see if is a valid value; meaning that is between 0 and 59. Since it is not; an exception error is thrown in line 280.,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,1,-0.9130335211881412,-0.0988496939267924,0,33,74.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703960657119751,74.49
8,-0.3244773867774405,0.9803391241696182,-1.5819408399854256,-1.157490915565446,this cause assumes all negative minutes are bad. from the comment; negative minutes are ok when the hours are negative too. the comments specifically say its bad when the mins are negative but the hours are positive. there is a line break in the middle of that part of the comment which could lead a programmer to miss half of the info.,0.1528291076267358,0.0995954435056861,1.0142286111005188,2,0.7744643443041404,0.8904993978749821,0,20,72.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7433326244354248,72.66
6,0.0498750196225342,-0.2540556734670899,0.7818086004561177,0.0806212578005783,Yes; there is an exception with surrogate pairs; so there is an issue in line 95 which deals with surrogate pairs I think. Don't understand Unicode and UTF-16 handling well enough to pinpoint the problem. ,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,2,0.1717865351997541,2.429486874011076,1,7,70.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5219961404800415,70.63
54,-0.348855093763705,0.9803391241696182,1.5697250806032987,0.0806212578005783,"ch3 is assigned a ""_"" value. This value throws a failure in line 115; as it is not a letter between A and Z.",-0.4537848887993849,-0.4843960206867461,1.0142286111005188,0,0.4128576588415086,1.000427074741846,1,3,84.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263808965682983,84.68
24,-0.3782481471317471,0.3631417253512641,-0.7940243598382445,0.0806212578005783,The exception is coming from Color; so it must be g that has a bad value.  I need to see the definition of this.lowerBound and this.upperBound to know what is wrong though.,-0.4537848887993849,-0.4843960206867461,-0.205682725328077,3,-0.3103557120837548,0.0110779829400713,0,6,80.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7867826819419861,80.28
51,-0.3630623030018896,0.3631417253512641,-0.7940243598382445,1.3187334311666028,value would be a long; which does not have a decimal place; that is what was happening in the error. There was only 0; no decimal; meaning that x was either not a float; or double; or it was being floored; or ceilinged just be fore the end.,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,4,-0.1898201502628776,-1.088198785728567,1,22,72.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5887317657470703,72.5
33,-0.168538151335983,-0.2540556734670899,-0.0061078796910634,0.0806212578005783,I think when it gets to array[i] when I is 1. It references null   So calling getClass() on null will give null pointer exception,0.1528291076267358,0.6835869076981184,1.0142286111005188,3,-0.1898201502628776,-0.3187050476605201,1,22,84.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8023789525032043,84.68
8,-0.2054101416239134,0.3631417253512641,-0.0061078796910634,0.0806212578005783,the code is incomplete. it properly checks for greater than 59 but neglects to take into account if the hours are negative before rejecting minutes for being negative. it would be more correct though not completely to check for less than -59 instead of less than 0,0.1528291076267358,0.0995954435056861,-0.205682725328077,1,3.185175580721685,3.089052935212259,1,21,72.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7429030537605286,72.46
24,-0.3019309991380129,-0.8712530722854439,-0.0061078796910634,-1.157490915565446,there is an issue with colors in that programme ,-0.4537848887993849,-0.4843960206867461,1.0142286111005188,3,-0.9130335211881412,-0.6484880782611117,1,7,87.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5382678508758545,87.72
